facilityid,id_overall,sd,smp,hs,s1,group,type,teach_num,sup_pnpm,sup_gov,sup_uni,sup_private,sup_ngo,sup_himpaudi,sup_socind,freq_wk,duration,tot_student,ratio,room_age_separate,parents_inv,refresher_training,visit_gov,room_avail,book,book_no,clean_water,toilet,bin,sink,weight_scale,heigth,head_measure,firstaid,facilities,population,household,poor_hh,poor_pct,poor_level,bpd,bpd_meet,cp_koperasi,cp_gotong_royong,cp_karangta3a,cp_health,cp_women,cp_labor,mean_cp,safe_play,safe_clean,safe_availplayground,safe_noharm,safe_noconflict,safe_ownership,mean_safe,pp_raskin,pp_blt,pp_pkh,pp_jamkesmas,pp_kur,pp_wash,pp_pnpminf,pp_pnpmeco,pp_pnpmsoc,pp_pnpmgen,mean_pp,market,capital_district,capital_regency,capital_prov,bank,terminal,health_service,hospital,primary_sc,junior_sc,high_school,university
243501,1.945,0,0,0,1,control,RA,4,No,Yes,No,No,No,No,Yes,6,90,41,10,1,Yes,Yes,2,2,1,40,1,1,1,1,0,0,0,2,21,9583,3114,598,19.20359666,Moderate-Low,Yes,4,4,4,3,4,4,4,3.833333333,3,3,3,3,3,3,3,1,2,4,4,4,2,4,4,1,4,3,0.300000012,0.5,12,26,0.5,0.200000003,0.300000012,8,0.5,0.5,0.5,0.5
244001,3.49,0,0,0.5,0.5,treatment,KB,4,No,No,No,No,No,No,Yes,5,180,47,12,1,Yes,Yes,2,1,1,11,0,0,1,0,1,1,0,1,22,9256,2824,765,27.08923513,Moderate-High,Yes,2,4,4,3,2,4,4,3.5,3,3,3,3,3,3,3,1,2,4,4,4,4,4,4,1,4,3.2,3,3,16,22,3,0.699999988,0.75,16,0.400000006,0.5,0.5,2.5
244105,2.92,0,0,0.14,0.86,control,RA,7,No,Yes,No,No,No,No,Yes,6,180,93,13,1,Yes,Yes,0,3,1,130,2,2,1,2,1,1,0,2,31,9256,2824,765,27.08923513,Moderate-High,Yes,2,4,4,3,2,4,4,3.5,3,3,3,3,3,3,3,1,2,4,4,4,4,4,4,1,4,3.2,3,3,16,22,3,0.699999988,0.75,16,0.400000006,0.5,0.5,2.5
245002,1.88,0,0,1,0,treatment,KB,3,No,No,No,No,No,No,Yes,5,90,36,12,0,Yes,Yes,1,1,1,50,1,1,1,0,1,1,1,0,16,4924,1740,476,27.35632184,Moderate-High,Yes,3,4,4,4,4,4,4,4,3,3,3,2,3,2,2.666666667,1,2,4,4,1,2,4,4,1,4,2.7,1.5,5,17,35,5,5,0.01,17,1,2.5,2.5,5
245501,2.015,0,0,0.67,0.33,control,RA,3,No,No,No,No,No,No,No,6,150,18,6,1,Yes,No,0,1,3,,1,1,0,0,1,0,0,0,7,4924,1740,476,27.35632184,Moderate-High,Yes,3,4,4,4,4,4,4,4,3,3,3,2,3,2,2.666666667,1,2,4,4,1,2,4,4,1,4,2.7,1.5,5,17,35,5,5,0.01,17,1,2.5,2.5,5
246002,2.65,0,0,0.75,0.25,treatment,KB,4,No,Yes,No,No,No,No,Yes,6,180,60,15,1,Yes,No,15,2,1,20,1,1,1,1,1,1,0,1,21,8765,2398,660,27.52293578,Moderate-High,Yes,3,4,4,4,4,4,4,4,3,3,3,3,3,3,3,1,2,4,4,4,4,4,4,1,4,3.2,5,7,17,45,9,9,0.01,9,0.200000003,0.200000003,0.200000003,0.200000003
246101,2.665,0,0,0.25,0.75,control,RA,4,No,No,No,No,No,No,Yes,6,90,47,12,1,Yes,Yes,2,2,1,48,1,1,0,1,2,1,0,1,18,8765,2398,660,27.52293578,Moderate-High,Yes,3,4,4,4,4,4,4,4,3,3,3,3,3,3,3,1,2,4,4,4,4,4,4,1,4,3.2,5,7,17,45,9,9,0.01,9,0.200000003,0.200000003,0.200000003,0.200000003
247002,1.93,0,0,0.75,0.25,treatment,KB,4,No,Yes,No,No,No,No,No,5,180,63,16,1,Yes,Yes,4,2,1,20,1,1,1,1,1,1,0,1,22,7219,2255,773,34.27937916,Moderate-High,Yes,5,4,4,3,4,4,4,3.833333333,3,2,3,3,3,3,2.833333333,1,2,4,4,4,4,4,4,1,4,3.2,0.050000001,5,37,40,13,13,0.200000003,16,0.029999999,0.200000003,2,3
247101,1.785,0,0,0,1,control,TK,1,No,Yes,No,No,No,No,Yes,6,90,37,37,0,Yes,Yes,2,1,1,15,1,1,2,0,1,1,0,1,16,7219,2255,773,34.27937916,Moderate-High,Yes,5,4,4,3,4,4,4,3.833333333,3,2,3,3,3,3,2.833333333,1,2,4,4,4,4,4,4,1,4,3.2,0.050000001,5,37,40,13,13,0.200000003,16,0.029999999,0.200000003,2,3
248002,2.265,0,0,0.6,0.4,treatment,KB,5,,,,,,,,5,120,44,9,1,Yes,Yes,1,2,1,35,1,1,1,1,1,1,1,1,26,7613,2964,1068,36.03238866,Moderate-High,Yes,3,4,3,3,4,4,4,3.666666667,3,3,1,3,3,3,2.666666667,1,2,4,4,4,4,4,4,4,4,3.5,0.029999999,0.5,15,25,3,3,0.5,15,0.400000006,0.600000024,1,3
248101,3.355,0,0.17,0.17,0.67,control,TK,6,No,Yes,No,No,No,No,Yes,6,180,50,8,1,Yes,Yes,0,3,1,32,2,2,0,0,1,1,0,1,22,7613,2964,1068,36.03238866,Moderate-High,Yes,3,4,3,3,4,4,4,3.666666667,3,3,1,3,3,3,2.666666667,1,2,4,4,4,4,4,4,4,4,3.5,0.029999999,0.5,15,25,3,3,0.5,15,0.400000006,0.600000024,1,3
249101,2.71,0,0,0.17,0.83,control,RA,6,No,No,No,No,No,No,Yes,6,165,60,10,1,Yes,Yes,1,1,1,35,0,0,1,2,1,1,1,0,30,6257,1874,721,38.47385272,Moderate-High,Yes,3,4,4,3,4,4,4,3.833333333,3,3,3,3,3,3,3,1,2,4,4,4,2,4,4,1,4,3,2,6,21,23,5,5,1.5,21,0.100000001,0.050000001,0.100000001,6
249502,2.72,0,0,0,1,control,RA,3,No,No,No,No,No,No,Yes,6,105,25,8,0,Yes,Yes,0,2,1,7,0,2,1,2,0,0,0,2,19,6257,1874,721,38.47385272,Moderate-High,Yes,3,4,4,3,4,4,4,3.833333333,3,3,3,3,3,3,3,1,2,4,4,4,2,4,4,1,4,3,2,6,21,23,5,5,1.5,21,0.100000001,0.050000001,0.100000001,6
250001,2.1,0,0,1,0,treatment,KB,3,,,,,,,,5,180,50,17,1,Yes,Yes,12,2,1,36,1,1,1,1,1,1,1,1,26,6410,2034,739,36.33235005,Moderate-High,Yes,3,4,3,4,4,4,4,3.833333333,3,3,3,3,3,3,3,1,2,4,4,4,2,4,4,1,4,3,0.029999999,7,22,24,10,8,1,15,0.300000012,0.200000003,7,15
250102,2.615,0,0,0,1,control,TK,3,No,Yes,No,No,No,No,Yes,6,180,47,16,1,Yes,Yes,0,1,1,15,1,2,2,2,0,0,0,2,21,6410,2034,739,36.33235005,Moderate-High,Yes,3,4,3,4,4,4,4,3.833333333,3,3,3,3,3,3,3,1,2,4,4,4,2,4,4,1,4,3,0.029999999,7,22,24,10,8,1,15,0.300000012,0.200000003,7,15
251001,2.18,0,0,1,0,treatment,KB,1,No,Yes,No,No,No,No,No,4,120,25,25,1,Yes,Yes,2,2,1,20,1,1,0,0,1,1,0,1,19,1447,504,214,42.46031746,High,Yes,7,4,4,4,4,4,4,4,3,3,1,3,3,4,2.833333333,1,2,1,4,1,4,4,4,1,1,2.3,2,2.5,99,9999.980469,2.5,2.5,2,99,0.5,1.5,2.5,99
251002,2.835,0,0,1,0,treatment,KB,1,No,Yes,No,No,No,No,No,4,150,32,32,1,Yes,Yes,1,2,1,20,0,1,0,0,1,1,1,1,18,1447,504,214,42.46031746,High,Yes,7,4,4,4,4,4,4,4,3,3,1,3,3,4,2.833333333,1,2,1,4,1,4,4,4,1,1,2.3,2,2.5,99,9999.980469,2.5,2.5,2,99,0.5,1.5,2.5,99
253101,2.5,0,0,1,0,control,TK,5,No,Yes,No,No,Yes,No,Yes,6,105,66,13,1,Yes,No,1,3,1,75,2,1,1,2,0,0,0,1,23,3200,1200,450,37.5,Moderate-High,Yes,3,4,4,2,3,4,4,3.5,2,2,3,4,3,3,2.833333333,1,2,1,4,1,1,2,2,1,1,1.6,0.100000001,0.300000012,280,999.9799805,2,280,2,280,0.800000012,0.5,2,280
253106,3.955,0,0,0.33,0.67,control,TK,3,No,No,No,Yes,No,No,No,6,150,62,21,1,Yes,Yes,0,2,1,816,1,1,1,1,0,0,0,0,17,3200,1200,450,37.5,Moderate-High,Yes,3,4,4,2,3,4,4,3.5,2,2,3,4,3,3,2.833333333,1,2,1,4,1,1,2,2,1,1,1.6,0.100000001,0.300000012,280,999.9799805,2,280,2,280,0.800000012,0.5,2,280
254101,1.89,0,0,0,1,control,TK,2,No,No,No,No,Yes,No,No,5,105,12,6,1,Yes,No,0,1,1,20,0,0,0,0,0,0,0,0,1,2417,752,443,58.90957447,High,Yes,1,4,4,2,2,3,3,3,3,2,1,3,3,3,2.5,1,2,1,3,1,1,4,1,1,1,1.6,7,7,195,9.979999542,45,195,0.200000003,195,0.800000012,0.100000001,7,195
254102,1.34,0,0,1,0,control,TK,1,Yes,No,No,No,No,No,No,6,30,12,12,0,No,No,6,1,3,,2,1,0,0,0,0,0,0,6,2417,752,443,58.90957447,High,Yes,1,4,4,2,2,3,3,3,3,2,1,3,3,3,2.5,1,2,1,3,1,1,4,1,1,1,1.6,7,7,195,9.979999542,45,195,0.200000003,195,0.800000012,0.100000001,7,195
255001,2.22,0,0,0,1,treatment,KB,1,No,Yes,No,No,No,No,No,4,120,16,16,0,Yes,No,0,1,1,15,1,1,1,1,1,1,1,1,20,458,184,94,51.08695652,High,Yes,3,4,4,2,3,4,4,3.5,4,3,1,4,4,4,3.333333333,1,2,1,4,1,1,4,4,1,1,2,32,32,142,9999.980469,14,142,0.800000012,142,0.800000012,1,32,142
255002,2.54,0,0,1,0,treatment,KB,1,No,Yes,No,No,No,No,No,4,120,20,20,1,Yes,Yes,2,2,1,15,1,1,1,1,1,1,1,1,21,458,184,94,51.08695652,High,Yes,3,4,4,2,3,4,4,3.5,4,3,1,4,4,4,3.333333333,1,2,1,4,1,1,4,4,1,1,2,32,32,142,9999.980469,14,142,0.800000012,142,0.800000012,1,32,142
256001,2.97,0,0,1,0,treatment,KB,1,No,Yes,No,No,No,No,No,5,120,30,30,1,Yes,Yes,0,2,1,20,1,1,1,1,1,1,1,1,24,1599,424,57,13.44339623,Low,Yes,5,4,4,4,4,4,4,4,3,3,1,3,3,3,2.666666667,1,2,1,4,1,1,4,4,1,1,2,7,7,57,9999.980469,7,57,0.050000001,57,0.25,2.5,0.800000012,57
256101,2.5,0,0,1,0,control,TK,3,No,Yes,No,No,No,No,No,6,30,16,5,0,Yes,Yes,1,1,1,100,0,0,1,0,1,0,0,0,16,1599,424,57,13.44339623,Low,Yes,5,4,4,4,4,4,4,4,3,3,1,3,3,3,2.666666667,1,2,1,4,1,1,4,4,1,1,2,7,7,57,9999.980469,7,57,0.050000001,57,0.25,2.5,0.800000012,57
257001,3.32,0,0,1,0,treatment,KB,1,Yes,Yes,No,No,No,No,No,4,120,59,59,1,Yes,Yes,3,2,1,30,1,1,1,1,1,1,1,1,24,2682,826,185,22.39709443,Moderate-High,Yes,10,4,4,4,4,4,4,4,3,3,1,4,4,4,3.166666667,1,2,1,4,1,1,4,4,1,1,2,11,11,27,9999.980469,20,28,0.5,27,0.200000003,2,11,11
257002,2.17,0,0,1,0,treatment,KB,1,No,Yes,No,No,No,No,No,4,30,20,20,0,Yes,Yes,1,1,1,30,1,1,1,1,1,1,1,0,23,2682,826,185,22.39709443,Moderate-High,Yes,10,4,4,4,4,4,4,4,3,3,1,4,4,4,3.166666667,1,2,1,4,1,1,4,4,1,1,2,11,11,27,9999.980469,20,28,0.5,27,0.200000003,2,11,11
258102,3.36,0,0,1,0,control,TK,3,No,Yes,No,No,No,No,No,6,90,15,5,0,Yes,No,0,1,1,152,1,1,1,0,0,1,0,1,19,2896,779,204,26.18741977,Moderate-High,Yes,3,4,3,4,4,4,4,3.833333333,3,3,1,3,3,1,2.333333333,1,2,1,4,2,3,4,4,4,1,2.6,3,19,12,9999.980469,7,16,0.050000001,14,0.02,3,10,16
259002,2.735,0,0,1,0,treatment,KB,1,No,Yes,No,No,No,No,No,4,120,15,15,1,Yes,Yes,0,1,1,30,1,1,1,1,1,1,1,0,22,2939,852,,,,Yes,3,4,4,4,4,4,4,4,3,3,3,3,3,3,3,1,2,1,4,2,4,4,4,1,1,2.4,1,1,8,999.9799805,1,13,1,3,0.5,1,5,8
259101,2.815,0,0,0.5,0.5,control,TK,4,No,Yes,No,No,No,No,No,6,105,20,5,0,Yes,Yes,0,1,1,20,0,2,1,2,1,1,1,1,23,2939,852,,,,Yes,3,4,4,4,4,4,4,4,3,3,3,3,3,3,3,1,2,1,4,2,4,4,4,1,1,2.4,1,1,8,999.9799805,1,13,1,3,0.5,1,5,8
260001,2.54,0,0,1,0,treatment,KB,1,No,Yes,No,No,No,No,Yes,4,120,26,26,0,Yes,Yes,2,1,1,40,1,1,1,0,1,1,1,1,26,2913,811,190,23.42786683,Moderate-High,Yes,8,4,4,4,4,4,4,4,3,3,1,3,3,4,2.833333333,1,2,1,4,1,4,4,4,1,1,2.3,7,2,12,999.9799805,5,15,0.300000012,12,0.200000003,0.200000003,10,12
260002,2.725,0,0,1,0,treatment,KB,1,No,Yes,No,No,No,No,Yes,4,120,30,30,0,Yes,Yes,1,1,1,25,1,1,1,1,1,1,0,1,23,2913,811,190,23.42786683,Moderate-High,Yes,8,4,4,4,4,4,4,4,3,3,1,3,3,4,2.833333333,1,2,1,4,1,4,4,4,1,1,2.3,7,2,12,999.9799805,5,15,0.300000012,12,0.200000003,0.200000003,10,12
261002,3.265,0,0,1,0,treatment,KB,1,No,Yes,No,No,No,No,No,4,90,20,20,0,Yes,No,0,1,1,30,1,1,1,0,1,1,1,1,25,2734,716,218,30.44692737,Moderate-High,Yes,6,4,4,2,1,4,4,3.166666667,3,3,1,3,3,3,2.666666667,1,2,1,4,4,1,4,4,1,1,2.3,33,10,33,143,33,33,0.300000012,33,0.5,0.5,10,33
261101,2.825,0,0,1,0,control,TK,3,No,Yes,No,No,No,No,No,6,90,25,8,1,Yes,Yes,0,1,1,12,0,0,1,2,0,0,0,2,17,2734,716,218,30.44692737,Moderate-High,Yes,6,4,4,2,1,4,4,3.166666667,3,3,1,3,3,3,2.666666667,1,2,1,4,4,1,4,4,1,1,2.3,33,10,33,143,33,33,0.300000012,33,0.5,0.5,10,33
262101,4.11,0,0,0.67,0.33,control,TK,3,No,Yes,No,No,No,No,No,6,90,17,6,1,Yes,Yes,2,1,1,100,1,1,1,1,1,1,1,1,24,3790,925,306,33.08108108,Moderate-High,Yes,6,4,4,2,1,4,4,3.166666667,3,3,3,3,3,3,3,1,2,1,4,1,4,4,4,1,1,2.3,40,5,40,185,40,40,0.5,40,0.300000012,0.300000012,6,40
262201,2.71,0,0,1,0,control,KB,2,No,Yes,No,Yes,No,No,No,4,120,21,11,0,Yes,Yes,2,1,1,60,0,0,2,0,0,0,0,0,6,3790,925,306,33.08108108,Moderate-High,Yes,6,4,4,2,1,4,4,3.166666667,3,3,3,3,3,3,3,1,2,1,4,1,4,4,4,1,1,2.3,40,5,40,185,40,40,0.5,40,0.300000012,0.300000012,6,40
263001,2.755,0,0,1,0,treatment,KB,1,No,Yes,No,No,No,No,Yes,4,150,20,20,0,Yes,Yes,1,1,1,11,1,1,1,1,1,1,0,1,26,3586,413,156,37.77239709,Moderate-High,Yes,4,4,4,1,3,4,3,3.166666667,3,3,1,3,3,3,2.666666667,1,2,1,3,1,1,4,4,1,1,1.9,60,7,60,200,60,60,7,60,1.5,7,7,60
264001,2.735,0,0,1,0,treatment,KB,1,No,Yes,No,No,No,No,No,3,90,14,14,0,Yes,Yes,0,1,1,20,0,0,1,1,1,0,0,1,21,3100,690,293,42.46376812,High,Yes,2,4,4,3,1,4,3,3.166666667,4,3,1,4,4,4,3.333333333,1,2,1,4,1,4,4,4,1,1,2.3,69,14,83,9999.980469,83,83,0.5,83,0.800000012,7,14,69
264002,2.675,0,0,1,0,treatment,KB,1,No,Yes,No,No,No,No,No,3,180,21,21,0,Yes,Yes,0,1,1,100,1,1,1,1,0,1,1,0,20,3100,690,293,42.46376812,High,Yes,2,4,4,3,1,4,3,3.166666667,4,3,1,4,4,4,3.333333333,1,2,1,4,1,4,4,4,1,1,2.3,69,14,83,9999.980469,83,83,0.5,83,0.800000012,7,14,69
265001,4.355,0,0,0.5,0.5,treatment,KB,2,Yes,Yes,No,No,No,No,Yes,4,120,34,17,1,Yes,Yes,5,1,1,60,1,1,1,1,1,1,1,1,26,4777,1400,314,22.42857143,Moderate-High,3,,4,4,3,2,4,4,3.5,3,3,1,3,3,3,2.666666667,1,2,1,3,1,1,4,1,1,1,1.6,3,2.5,1,999.9799805,1,8,0.5,1,1,0.800000012,0.75,1
265102,3.99,0,0,0,1,control,TK,5,No,Yes,No,Yes,No,No,Yes,6,90,190,38,1,Yes,Yes,3,6,1,20,1,2,1,2,2,0,0,2,28,4777,1400,314,22.42857143,Moderate-High,3,,4,4,3,2,4,4,3.5,3,3,1,3,3,3,2.666666667,1,2,1,3,1,1,4,1,1,1,1.6,3,2.5,1,999.9799805,1,8,0.5,1,1,0.800000012,0.75,1
266002,3.28,0,0,0.5,0.5,treatment,KB,2,No,Yes,No,No,No,No,No,4,30,18,9,0,Yes,Yes,1,2,1,12,1,1,1,0,1,1,1,1,26,11224,2793,510,18.25993555,Moderate-Low,3,,3,4,3,4,4,4,3.666666667,3,2,1,3,1,3,2.166666667,1,2,1,4,1,1,4,4,4,2,2.4,1.5,1,2,9999.799805,0.600000024,3,1.5,2,0.200000003,0.200000003,0.200000003,1.5
266104,2.65,0,0,0.67,0.33,control,TK,3,No,Yes,No,No,Yes,No,Yes,6,120,20,7,1,Yes,No,0,1,1,100,1,1,1,2,1,0,0,0,15,11224,2793,510,18.25993555,Moderate-Low,3,,3,4,3,4,4,4,3.666666667,3,2,1,3,1,3,2.166666667,1,2,1,4,1,1,4,4,4,2,2.4,1.5,1,2,9999.799805,0.600000024,3,1.5,2,0.200000003,0.200000003,0.200000003,1.5
268101,4.63,0,0,0.17,0.83,control,TK,6,No,Yes,No,No,No,No,Yes,6,180,54,9,1,Yes,Yes,1,2,1,80,1,2,2,2,1,0,0,2,28,4382,1741,,,,Yes,1,4,3,4,4,4,4,3.833333333,4,2,3,3,3,2,2.833333333,1,2,1,4,1,1,4,4,4,1,2.3,0.5,5,5,500,2,1,0.400000006,1,0.5,1,0.5,0.5
268102,4,0,0,0.5,0.5,control,TK,6,Yes,Yes,No,No,No,No,Yes,6,90,38,6,1,Yes,Yes,0,2,1,494,1,1,1,1,0,0,0,1,24,4382,1741,,,,Yes,1,4,3,4,4,4,4,3.833333333,4,2,3,3,3,2,2.833333333,1,2,1,4,1,1,4,4,4,1,2.3,0.5,5,5,500,2,1,0.400000006,1,0.5,1,0.5,0.5
267001,4.91,0,0,0.5,0.5,treatment,KB,2,No,Yes,No,No,No,No,No,4,120,41,21,1,Yes,Yes,1,2,1,60,1,1,1,1,1,1,1,1,22,3052,811,176,21.70160296,Moderate-High,Yes,10,4,4,2,4,4,4,3.666666667,3,3,1,8,8,3,4.333333333,1,2,1,4,4,1,4,4,1,1,2.3,0.5,3.5,3,253,1,2,0.100000001,1.5,0.200000003,0.5,0.5,3.5
267002,3.78,0,0.5,0.5,0,treatment,KB,2,Yes,Yes,No,No,No,No,Yes,4,120,27,14,1,Yes,Yes,2,2,1,60,1,1,1,1,1,1,1,1,25,3052,811,176,21.70160296,Moderate-High,Yes,10,4,4,2,4,4,4,3.666666667,3,3,1,8,8,3,4.333333333,1,2,1,4,4,1,4,4,1,1,2.3,0.5,3.5,3,253,1,2,0.100000001,1.5,0.200000003,0.5,0.5,3.5
271101,2.45,0,0,1,0,control,TK,2,No,Yes,No,No,No,No,Yes,6,120,27,14,0,Yes,Yes,1,1,1,20,1,1,1,0,0,0,0,1,14,2069,582,158,27.14776632,Moderate-High,Yes,10,4,4,2,4,4,4,3.666666667,3,3,1,3,3,3,2.666666667,1,2,1,4,4,1,4,4,1,1,2.3,13,13,27,235,27,27,0.300000012,27,1,1.299999952,13,27
269001,4.075,0,0,1,0,treatment,KB,1,No,Yes,No,No,No,No,No,4,150,21,21,0,Yes,Yes,0,1,1,120,0,0,1,0,1,1,1,1,19,879,230,23,10,Low,Yes,1,4,4,3,4,4,4,3.833333333,3,3,1,3,3,3,2.666666667,1,2,1,4,1,3,4,4,1,1,2.2,18,18,37,9999.980469,37,37,0.5,37,0.100000001,1.5,18,18
269101,2.285,0,0.33,0.67,0,control,RA,3,Yes,Yes,No,No,No,No,No,6,240,45,15,1,Yes,Yes,2,2,1,40,1,1,1,0,0,0,0,0,14,879,230,23,10,Low,Yes,1,4,4,3,4,4,4,3.833333333,3,3,1,3,3,3,2.666666667,1,2,1,4,1,3,4,4,1,1,2.2,18,18,37,9999.980469,37,37,0.5,37,0.100000001,1.5,18,18
272001,3.175,0,0,1,0,treatment,KB,2,Yes,Yes,No,Yes,No,No,No,4,120,23,12,0,Yes,Yes,0,1,1,15,1,1,1,1,1,1,1,1,22,2577,820,142,17.31707317,Moderate-Low,Yes,3,4,4,2,1,4,4,3.166666667,3,2,1,4,4,4,3,1,2,1,4,1,1,4,4,1,1,2,14,14,160,700,14,160,0.5,160,0.5,0.850000024,14,160
272002,3.04,0,0,1,0,treatment,KB,1,No,Yes,No,Yes,No,Yes,No,4,120,20,20,1,Yes,Yes,0,2,1,60,1,1,1,1,1,1,0,1,25,2577,820,142,17.31707317,Moderate-Low,Yes,3,4,4,2,1,4,4,3.166666667,3,2,1,4,4,4,3,1,2,1,4,1,1,4,4,1,1,2,14,14,160,700,14,160,0.5,160,0.5,0.850000024,14,160
273101,2.495,0,0,1,0,control,TK,2,Yes,Yes,No,Yes,No,No,Yes,5,120,31,16,1,Yes,Yes,0,2,1,9,1,1,0,0,0,0,0,0,11,3565,677,,,,Yes,4,4,4,2,1,4,4,3.166666667,2,2,1,3,4,4,2.666666667,1,2,1,4,1,4,4,4,1,1,2.3,30,30,145,735,30,145,5,145,0.02,0.150000006,30,145
273201,2.49,0,0,1,0,control,KB,3,Yes,Yes,No,No,No,No,Yes,5,120,22,7,0,Yes,Yes,0,1,1,25,1,1,1,1,0,0,0,0,14,3565,677,,,,Yes,4,4,4,2,1,4,4,3.166666667,2,2,1,3,4,4,2.666666667,1,2,1,4,1,4,4,4,1,1,2.3,30,30,145,735,30,145,5,145,0.02,0.150000006,30,145
274001,2.77,0,0.5,0,0.5,treatment,KB,2,No,Yes,No,No,No,No,No,4,120,28,14,1,Yes,Yes,0,2,1,158,0,0,1,0,1,1,1,1,14,5398,1376,225,16.35174419,Moderate-Low,Yes,3,4,4,3,1,4,4,3.333333333,3,1,1,4,4,4,2.833333333,1,2,1,4,3,4,4,4,1,1,2.5,4,4,201,610,4,201,2,201,0.5,0.800000012,4,201
274002,2.9,0,0,1,0,treatment,KB,2,No,Yes,No,No,No,No,No,4,120,37,19,1,Yes,Yes,1,2,1,14,1,0,1,1,1,1,1,1,18,5398,1376,225,16.35174419,Moderate-Low,Yes,3,4,4,3,1,4,4,3.333333333,3,1,1,4,4,4,2.833333333,1,2,1,4,3,4,4,4,1,1,2.5,4,4,201,610,4,201,2,201,0.5,0.800000012,4,201
277002,2.525,0,0,1,0,treatment,KB,1,No,Yes,No,No,No,No,No,4,30,13,13,0,Yes,No,0,2,1,8,1,1,0,1,1,1,1,0,14,3338,,,,,Yes,7,4,4,3,1,4,4,3.333333333,3,3,1,3,3,3,2.666666667,1,1,1,4,1,4,4,4,1,1,2.2,0.5,0.5,415,200,0.5,200,0.800000012,200,0.800000012,0.5,1.5,200
277101,2.85,0,0,0.5,0.5,control,TK,4,No,Yes,No,No,No,No,Yes,6,120,32,8,1,Yes,No,24,2,1,384,1,1,1,0,0,0,0,2,17,3338,,,,,Yes,7,4,4,3,1,4,4,3.333333333,3,3,1,3,3,3,2.666666667,1,1,1,4,1,4,4,4,1,1,2.2,0.5,0.5,415,200,0.5,200,0.800000012,200,0.800000012,0.5,1.5,200
278101,1.4,0,0,1,0,control,TK,1,No,No,No,No,No,No,Yes,6,120,15,15,0,Yes,No,0,1,1,20,0,0,0,0,0,0,0,0,4,1432,362,78,21.54696133,Moderate-High,Yes,3,4,4,3,1,4,3,3.166666667,3,3,1,4,4,4,3.166666667,1,2,1,4,1,4,4,4,1,1,2.3,25,25,390,230,25,390,0.800000012,390,0.800000012,5,25,230
279001,2.525,0,0,1,0,treatment,KB,1,Yes,Yes,No,No,No,No,Yes,3,60,11,11,0,Yes,No,0,1,0,,1,1,1,1,1,0,0,0,15,1656,463,121,26.13390929,Moderate-High,Yes,3,1,4,3,1,4,4,2.833333333,3,3,1,3,3,3,2.666666667,1,1,1,4,1,4,4,1,1,1,1.9,7,7,350,270,60,350,0.800000012,350,0.119999997,7,25,350
279101,1.83,0,0,1,0,control,TK,2,No,Yes,No,No,No,No,Yes,6,15,28,14,0,Yes,No,0,1,1,197,2,1,1,0,0,0,0,0,9,1656,463,121,26.13390929,Moderate-High,Yes,3,1,4,3,1,4,4,2.833333333,3,3,1,3,3,3,2.666666667,1,1,1,4,1,4,4,1,1,1,1.9,7,7,350,270,60,350,0.800000012,350,0.119999997,7,25,350
281002,1.695,0,0,1,0,treatment,KB,1,No,Yes,Yes,No,No,No,Yes,4,120,16,16,0,Yes,No,2,2,1,26,1,1,1,1,1,1,1,1,23,2495,594,186,31.31313131,Moderate-High,Yes,1,4,3,2,1,4,4,3,3,3,3,3,3,3,3,1,2,1,4,4,4,4,4,1,1,2.6,0.800000012,5,27,227,5,27,1.5,27,1,1.200000048,6,27
281101,2.14,0,0,0.5,0.5,control,TK,2,No,Yes,No,No,No,No,No,6,120,34,17,1,Yes,No,3,1,1,68,1,2,1,1,0,0,0,0,12,2495,594,186,31.31313131,Moderate-High,Yes,1,4,3,2,1,4,4,3,3,3,3,3,3,3,3,1,2,1,4,4,4,4,4,1,1,2.6,0.800000012,5,27,227,5,27,1.5,27,1,1.200000048,6,27
282001,2.675,0,0,1,0,treatment,KB,1,,,,,,,,4,120,28,28,0,Yes,Yes,2,1,1,50,1,1,1,1,1,1,1,1,26,1240,353,118,33.42776204,Moderate-High,Yes,1,4,3,2,1,4,4,3,2,2,3,3,2,3,2.5,1,2,1,4,4,1,4,4,1,1,2.3,0.5,4,12,180,4,4,0.200000003,12,0.5,0.5,15,12
283001,2.52,0,0,1,0,treatment,KB,1,,,,,,,,4,120,41,41,0,Yes,No,3,1,1,82,1,1,1,1,1,1,1,1,25,2238,530,159,30,Moderate-High,Yes,3,4,3,4,1,4,4,3.333333333,2,3,3,3,3,3,2.833333333,1,2,1,4,4,1,4,4,1,1,2.3,0.5,1,11,180,1,11,0.100000001,11,0.050000001,0.300000012,3,11
283102,2.835,0,0,0.14,0.86,control,RA,7,No,Yes,No,No,No,No,Yes,6,165,74,11,1,Yes,Yes,1,3,1,296,1,1,1,1,1,1,0,1,22,2238,530,159,30,Moderate-High,Yes,3,4,3,4,1,4,4,3.333333333,2,3,3,3,3,3,2.833333333,1,2,1,4,4,1,4,4,1,1,2.3,0.5,1,11,180,1,11,0.100000001,11,0.050000001,0.300000012,3,11
284101,5.005,0,0,0.17,0.83,control,TK,6,No,Yes,No,No,No,No,No,6,180,117,20,1,Yes,Yes,12,6,1,612,1,1,1,1,1,1,1,1,29,4414,1206,168,13.93034826,Low,Yes,1,4,4,4,1,4,4,3.5,3,3,3,3,3,3,3,1,2,1,4,4,1,4,4,2,1,2.4,1,1,13,190,1,13,1,13,0.5,0.5,1,20
